1,17.625
2,17.0
3,17.5
4,18.75
5,20.0
6,19.0
7,19.625
8,19.125
9,18.375
10,17.125
11,18.875
12,19.375
13,18.875
14,19.125
15,18.375
16,16.5
17,16.125
18,16.75
19,17.25
20,17.5
21,17.125
22,17.75
23,17.375
24,17.0
25,17.875
26,18.75
27,18.125
28,17.0
29,19.75
30,20.375
31,20.25
32,19.125
33,18.125
34,18.625
35,19.125
36,20.25
37,20.375
38,19.75
39,20.125
40,20.125
41,19.75
42,19.75
43,20.375
44,19.25
45,18.0
46,18.125
47,18.375
48,20.125
49,19.875
50,20.5
51,21.5
52,20.0
53,19.375
54,19.0
55,19.75
56,19.75
57,19.875
58,20.0
59,20.5
60,18.5
61,19.0
62,19.125
63,19.25
64,19.625
65,20.125
66,19.25
67,20.625
68,20.875
69,19.75
70,19.375
71,20.625
72,19.125
73,19.125
74,19.625
75,20.875
76,19.125
77,18.375
78,17.5
79,17.875
80,19.625
81,20.75
82,21.375
83,20.875
84,20.125
85,20.75
86,21.75
87,21.125
88,21.0
89,21.0
90,22.375
91,23.625
92,23.75
93,22.75
94,22.125
95,21.875
96,20.125
97,21.625
98,22.375
99,23.0
100,22.5
101,23.0
102,22.5
103,21.5
104,22.0
105,22.5
106,23.5
107,22.75
108,22.375
109,22.75
110,22.75
111,23.75
112,23.75
113,23.25
114,23.125
115,22.375
116,21.875
117,22.5
118,21.625
119,22.25
120,22.25
121,21.75
122,22.25
123,23.125
124,24.0
125,25.375
126,25.375
127,26.125
128,26.375
129,25.875
130,25.625
131,24.625
132,23.875
133,23.375
134,23.5
135,24.125
136,24.375
137,23.75
138,23.875
139,24.5
140,24.125
141,25.5
142,25.5
143,25.375
144,24.75
145,23.5
146,24.375
147,23.625
148,23.875
149,23.875
150,23.875
151,23.875
152,23.875
153,24.25
154,25.5
155,24.875
156,23.625
157,22.875
158,23.125
159,23.625
160,24.5
161,24.75
162,24.625
163,25.25
164,26.625
165,26.125
166,25.75
167,25.75
168,26.0
169,26.25
170,26.0
171,26.375
172,26.0
173,26.375
174,25.75
175,25.375
176,25.125
177,25.0
178,24.5
179,23.625
180,22.75
181,22.125
182,20.375
183,21.625
184,22.25
185,22.375
186,22.625
187,22.875
188,22.875
189,22.375
190,22.375
191,22.125
192,22.0
193,23.25
194,23.5
195,23.75
196,23.25
197,24.375
198,24.625
199,23.375
200,24.0
201,24.25
202,22.5
203,22.5
204,22.375
205,21.75
206,20.25
207,21.0
208,22.125
209,21.875
210,23.125
211,24.375
212,23.875
213,22.25
214,23.125
215,22.875
216,22.125
217,22.625
218,22.125
219,21.75
220,23.875
221,23.0
222,22.625
223,22.25
224,22.375
225,23.25
226,24.375
227,24.125
228,24.5
229,22.25
230,21.375
231,20.625
232,21.375
233,23.125
234,23.375
235,23.125
236,24.0
237,23.625
238,22.125
239,21.875
240,21.875
241,22.875
242,22.0
243,20.125
244,21.75
245,22.625
246,23.375
247,22.25
248,21.625
249,21.75
250,21.0
251,21.375
252,22.875
253,23.625
254,24.25
255,22.5
256,23.25
257,23.125
258,22.75
259,22.75
260,22.75
261,21.625
262,22.125
263,23.0
264,23.25
265,25.0
266,23.875
267,24.125
268,24.0
269,24.875
270,22.5
271,22.125
272,21.5
273,24.0
274,24.375
275,23.375
276,23.875
277,21.5
278,21.75
279,22.0
280,21.875
281,19.625
282,19.125
283,17.625
284,19.5
285,20.0
286,19.5
287,22.5
288,22.125
289,21.125
290,19.625
291,18.5
292,19.625
293,19.25
294,19.125
295,20.125
296,20.625
297,19.125
298,21.125
299,21.5
300,20.625
301,22.625
302,20.375
303,20.0
304,19.75
305,19.875
306,19.875
307,22.375
308,21.5
309,21.75
310,20.0
311,21.875
312,20.375
313,19.5
314,20.25
315,19.25
316,18.0
317,20.375
318,21.375
319,21.25
320,19.625
321,21.875
322,21.875
323,21.625
324,20.0
325,18.0
326,16.875
327,19.25
328,18.125
329,19.375
330,18.5
331,18.875
332,19.5
333,20.375
334,18.25
335,18.75
336,19.125
337,18.625
338,14.375
339,18.125
340,19.75
341,18.5
342,19.875
343,19.125
344,17.875
345,14.125
346,16.625
347,18.5
348,18.625
349,18.625
350,18.875
351,19.0
352,18.875
353,18.125
354,18.125
355,18.875
356,20.0
357,18.625
358,17.25
359,16.25
360,15.375
361,15.25
362,14.625
363,14.625
364,15.125
365,15.857142857142858
